url,status_code,CMS
http://www.wish.com.au/,200,Shopify
http://www.smilesolutions.com.au/,200,WordPress
http://www.designerforum.com.au/,200,Magento
http://www.intechcu.com.au/,200,WordPress
http://www.wantedshoes.com.au/,200,Magento
http://www.nudebynature.com.au/,200,Shopify
http://www.coghlanroofing.com.au/,200,WordPress
http://www.seopoint.com.au/,200,WordPress
http://www.competitionlovers.com.au/,200,WordPress
http://www.essentialbeauty.com.au/,200,WordPress
http://www.bronto.com.au/,200,WordPress
http://www.beautyatbell.com.au/,200,WordPress
http://www.dollcake.com.au/,200,Shopify
http://www.jennybarbour.com.au/,200,WordPress
http://www.theterminushotel.com.au/,200,WordPress
http://www.hisense.com.au/,200,WordPress
http://www.pergolarific.com.au/,200,WordPress
http://www.dolmanbateman.com.au/,200,WordPress
http://www.haighschocolates.com.au/,200,Magento
http://www.a2media.com.au/,200,WordPress
http://www.fanfooty.com.au/,200,WordPress
http://www.gumtreforbusinesses.com.au/,200,WordPress
http://www.countrymusicchannel.com.au/,200,WordPress
http://www.interiorsecrets.com.au/,200,Magento
http://www.1800cleaning.com.au/,200,WordPress
http://www.quay.com.au/,200,WordPress
http://www.mmem.com.au/,200,Magento
http://www.isabellaspassion.com.au/,200,Magento
http://www.fabulouscatering.com.au/,200,WordPress
http://www.burson.com.au/,200,WordPress
http://www.nicholasonline.com.au/,200,Shopify
http://www.yoursocialvoice.com.au/,200,WordPress
http://www.rhythmsnowsports.com.au/,200,Magento
http://www.subscribetoday.com.au/,200,Magento
http://www.dictationsolutions.com.au/,200,OpenCart
http://www.soufeel.com.au/,200,Magento
http://www.nationalcoding.com.au/,200,WordPress
http://www.mymarketingperson.com.au/,200,Squarespace
http://www.nationalstorage.com.au/,200,WordPress
http://www.alltel.com.au/,200,WordPress
http://www.bundabergrum.com.au/,200,Magento
http://www.peterstevens.com.au/,200,Magento
http://www.iceonline.com.au/,200,Magento
http://www.lifeinteriors.com.au/,200,Magento
http://www.sundaysomewhere.com.au/,200,Shopify
http://www.sprinklesandsprouts.com.au/,200,WordPress
http://www.optimoz.com.au/,200,Shopify
http://www.aristocrat.com.au/,200,WordPress
http://www.greenwire.com.au/,200,WordPress
http://www.merrellaustralia.com.au/,200,Magento
http://www.idta.com.au/,200,WordPress
http://www.forcast.com.au/,200,Magento
http://www.pestcontrolwa.com.au/,200,WordPress
http://www.thintea.com.au/,200,Shopify
http://www.eastcoastcarrentals.com.au/,200,WordPress
http://www.sakerestaurant.com.au/,200,WordPress
http://www.todaysplan.com.au/,200,WordPress
http://www.micropower.com.au/,200,WordPress
http://www.psych-it.com.au/,200,WordPress
http://www.swannstore.com.au/,200,Magento
http://www.afea.com.au/,200,WordPress
http://www.kitchendesignvictoria.com.au/,200,WordPress
http://www.sambag.com.au/,200,Magento
http://www.lewistaxation.com.au/,200,WordPress
http://www.metrotas.com.au/,200,WordPress
http://www.august.com.au/,200,WordPress
http://www.ratspestcontrolperth.com.au/,200,WordPress
http://www.perricutten.com.au/,200,WordPress
http://www.meldmagazine.com.au/,200,WordPress
http://www.flowservices.com.au/,200,WordPress
http://www.thegrounds.com.au/,200,WordPress
http://www.liberty-flights.com.au/,200,Shopify
http://www.51ustudy.com.au/,200,WordPress
http://www.taller.com.au/,200,Shopify
http://www.thule.com.au/,200,WordPress
http://www.missesbonneystives.com.au/,200,PrestaShop
http://www.professionalplanner.com.au/,200,WordPress
http://www.melbournewatch.com.au/,200,Shopify
http://www.priorityguestrewards.com.au/,200,WordPress
http://www.musclemealsdirect.com.au/,200,Magento
http://www.pfdfoods.com.au/,200,WordPress
http://www.wearesocial.com.au/,200,WordPress
http://www.flemings.com.au/,200,WordPress
http://www.livingnow.com.au/,200,WordPress
http://www.whitebohemian.com.au/,200,Shopify
http://www.jayco.com.au/,200,WordPress
http://www.brennanit.com.au/,200,WordPress
http://www.spendless.com.au/,200,Magento
http://www.valleygirl.com.au/,200,Magento
